Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,CITY_Investors,sq_ft_cost,PURCHASE_AMOUNT,AREA_PURCHASED
11-May-13,02-Aug-13,Chennai,OMR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Rickie Schaefer,kozhikode,4226,24107893,7709
12-May-13,03-Aug-13,KOLKATA,New Alipore,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mrs. Mikayla Bashirian,akola,6872,37681925,7410
05-Feb-12,28-Apr-12,KOLKATA,Salt Lake,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Jaden Flatley,kurnool,5548,37959638,9246
06-Feb-12,29-Apr-12,KOLKATA,Dum Dum,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Daryl Rice,rajpur sonarpur,2934,18400581,8475
07-Feb-12,30-Apr-12,KOLKATA,Tollygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Gerson Kshlerin,bokaro,4415,21268821,6510
08-Feb-12,01-May-12,KOLKATA,Ballygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kiera Rempel MD,south dumdum,9309,51754503,7513
09-Feb-12,02-May-12,KOLKATA,New Alipore,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Zoey Ankunding,bellary,5729,25373168,5985
10-Feb-12,03-May-12,KOLKATA,Salt Lake,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Berniece Maggio,patiala,8160,5045491,7729
11-Feb-12,04-May-12,KOLKATA,Dum Dum,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Ewald Weimann,gopalpur,3025,14176602,6792
12-Feb-12,05-May-12,KOLKATA,Tollygunge,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Ruthie Grimes PhD,agartala,4197,5401917,6129
13-Feb-12,06-May-12,KOLKATA,Ballygunge,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Meaghan Hermann,bhagalpur,8982,59088985,9398
14-Feb-12,07-May-12,BANGALORE,FRAZER TOWN,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Alfonso Macejkovic,muzaffarnagar,7607,48445636,7237
15-Feb-12,08-May-12,BANGALORE,HEBBAL,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Velda Schinner,bhatpara,5151,42861677,9906
16-Feb-12,09-May-12,BANGALORE,KORAMANGALA,Residential,United House,1959,Estel Botsford,1728,0.64,B,Miss Velva Schaefer,panihati,6704,26489917,6174
17-Feb-12,10-May-12,MUMBAI,CHEMBUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Allison Cronin,latur,13640,54031041,5353
18-Feb-12,11-May-12,MUMBAI,VILE PARLE,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Deontae Collier,dhule,19927,150564427,8995
19-Feb-12,12-May-12,MUMBAI,VASAI,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Gregory Quitzon,rohtak,3997,18382363,7186
20-Feb-12,13-May-12,MUMBAI,JUHU,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Urban Moore,korba,27756,136071014,7660
21-Feb-12,14-May-12,MUMBAI,AIROLI,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mrs. Kenna Bashirian,bhilwara,23000,121505780,7139
22-Feb-12,15-May-12,MUMBAI,CHEMBUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Chase Rosenbaum,brahmapur,16373,91657691,7565
23-Feb-12,16-May-12,MUMBAI,VILE PARLE,Residential,United House,1959,Estel Botsford,1728,0.64,B,Sibyl Legros,muzaffarpur,20595,99409594,7542
24-Feb-12,17-May-12,MUMBAI,VASAI,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Arvid Armstrong,ahmednagar,4269,30920879,9788
25-Feb-12,18-May-12,MUMBAI,JUHU,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Isaias Harvey,mathura,30167,186602805,8359
26-Feb-12,19-May-12,MUMBAI,AIROLI,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kurt McCullough,kollam,21585,98041660,6138
27-Feb-12,20-May-12,DELHI,Mayur Vihar,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Miss Margie Goodwin,avadi,9500,4325920,5692
04-May-12,26-Jul-12,DELHI,Chanakyapuri,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Chris Kirlin,rajamundry,53000,345184230,9439
05-May-12,27-Jul-12,DELHI,Vasant Kunj,Commercial,Brett Group,1940,Naomie Daniel,1452,0.21,C,Larissa Prohaska,kadapa,15900,33076134,9906
06-May-12,28-Jul-12,DELHI,Saket,Commercial,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Markus Witting,kamarhati,20000,89973000,6921
07-May-12,29-Jul-12,DELHI,Pithampura,Commercial,Mabey,1814,Dereck Simonis V,5578,0.94,A,Emilio Adams,bilaspur,32100,186807234,6191
08-May-12,30-Jul-12,DELHI,Mayur Vihar,Residential,Lagan,1896,Bailey Witting,4545,0.32,D,Otto Haley,shahjahanpur,9100,14924000,5125
09-May-12,31-Jul-12,DELHI,Chanakyapuri,Residential,Headcrown,1802,Kyra Herman,7357,0.58,E,Lawrence Waters II,bijapur,52000,213985200,7095
10-May-12,01-Aug-12,DELHI,Vasant Kunj,Residential,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Miss Olin Shields,rampur,15400,131255124,9366
11-May-12,02-Aug-12,DELHI,Saket,Residential,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Della Lakin,shivamogga,19900,120788821,7313
12-May-12,03-Aug-12,DELHI,Pithampura,Residential,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Mr. Elfrieda Wunsch,chandrapur,32000,83390400,5791
13-May-12,04-Aug-12,HYDERABAD,KUKATPALLY,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Daphne Bahringer,junagadh,3136,7258742,5935
01-Mar-12,23-May-12,MUMBAI,CHEMBUR,Commercial,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Maximo Hegmann,thrissur,13640,27586082,7223
02-Mar-12,24-May-12,MUMBAI,VILE PARLE,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Damon Nader,alwar,19927,81381868,8168
03-Mar-12,25-May-12,MUMBAI,VASAI,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Daniella Lowe Jr.,bardhaman,3997,6471942,8096
19-Jan-11,05-Mar-11,MUMBAI,JUHU,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Buster Hessel III,kulti,22889,109658452,6654
18-Jan-11,06-Mar-11,MUMBAI,AIROLI,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Dominic Streich,kakinada,20525,32009148,6498
17-Jan-11,07-Mar-11,MUMBAI,CHEMBUR,Residential,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Sharon Oberbrunner,nizamabad,12295,38908880,8553
16-Jan-11,08-Mar-11,MUMBAI,VILE PARLE,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Mrs. Laverna Grant,parbhani,18398,150706113,8808
15-Jan-11,09-Mar-11,MUMBAI,VASAI,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Easter Cassin III,tumkur,3400,11296874,7727
14-Jan-11,10-Mar-11,MUMBAI,JUHU,Residential,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Dianna Langosh,hisar,23690,6001151,6333
13-Jan-11,11-Mar-11,MUMBAI,AIROLI,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Caleb Kunde,ozhukarai,18000,37219500,8271
12-Jan-11,12-Mar-11,DELHI,Mayur Vihar,Commercial,Mclaren,1862,Steve Guªann,5661,0.3,C,Onie Stracke,bihar sharif,8500,18008100,7062
11-Jan-11,13-Mar-11,DELHI,Chanakyapuri,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Mrs. Elnora Schneider,panipat,40000,186032000,6040
10-Jan-11,14-Mar-11,DELHI,Vasant Kunj,Commercial,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Sarah Zemlak,darbhanga,12800,60629248,5039
09-Jan-11,15-Mar-11,DELHI,Saket,Commercial,DLF,1946,T.C.Goyal,7542,0.29,E,Ms. Lourdes Schiller,bally,11800,28238344,8252
13-Jan-11,06-Apr-11,DELHI,Pithampura,Commercial,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Makenna Stroman,aizwal,25000,32140500,6122
11-Feb-13,05-May-13,DELHI,Mayur Vihar,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Tre Mertz,dewas,11500,30048350,9010
06-Feb-11,15-Feb-11,DELHI,Chanakyapuri,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Emilie Hessel,ichalkaranji,39313,204459050,6501
22-Jan-11,02-Mar-11,DELHI,Vasant Kunj,Residential,Arun Excello,1987,Sriram P,1255,0.15,E,Rylee Schroeder,tirupati,12000,16666200,9259
06-Jan-11,18-Mar-11,DELHI,Saket,Residential,Manjeera,1985,Yoganand,450,0.32,B,Moises Lesch,karnal,10000,29312000,9160
19-Jan-11,12-Apr-11,DELHI,Pithampura,Residential,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Fay Ritchie,bathinda,21000,91988190,8589
04-Aug-11,26-Oct-11,HYDERABAD,KUKATPALLY,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Alexie Emmerich,jalna,2992,981137,8198
10-Aug-11,01-Nov-11,HYDERABAD,JUBLIEE HILLS,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Darrel Prohaska,barasat,10087,54594173,7029
15-Aug-11,06-Nov-11,HYDERABAD,BANJARA HILLS,Commercial,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Candelario Wisozk V,kirari suleman nagar,7320,36757234,5342
19-Aug-11,10-Nov-11,HYDERABAD,KONDAPUR,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Caterina Kshlerin,purnia,23873,68463228,9889
04-Sep-11,26-Nov-11,HYDERABAD,MIYAPUR,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Tanner Corkery,satna,2611,7519654,9931
14-Sep-11,06-Dec-11,HYDERABAD,KUKATPALLY,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Lamar Rosenbaum,mau,2504,4958947,6829
13-Jan-12,05-Apr-12,HYDERABAD,JUBLIEE HILLS,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Taryn Kihn I,sonipat,4828,11689602,8349
14-Jan-12,06-Apr-12,HYDERABAD,BANJARA HILLS,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Susanna Ryan,farrukhabad,36014,96607555,9250
16-Jan-12,08-Apr-12,HYDERABAD,KONDAPUR,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Richard Cruickshank,sagar,3377,25929957,9598
21-Jan-12,13-Apr-12,HYDERABAD,MIYAPUR,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Vidal Macejkovic,rourkela,2354,3629021,5316
22-Jan-12,14-Apr-12,BANGALORE,INDIRANAGAR,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Marco Weber,durgapur,11784,62634317,6644
13-Feb-12,06-May-12,BANGALORE,JAYANAGAR,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Trevor Hintz,imphal,12455,14166940,7583
15-Feb-12,08-May-12,BANGALORE,FRAZER TOWN,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Kareem Torp,ratlam,5977,15982020,8356
13-Mar-12,04-Jun-12,BANGALORE,HEBBAL,Commercial,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Hugh Mayer,hapur,4818,12676592,5159
22-Apr-11,14-Jul-11,BANGALORE,KORAMANGALA,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Otha Kirlin,anantapur,9640,3700989,9598
22-Jan-11,02-Mar-11,BANGALORE,INDIRANAGAR,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Addison Hilpert,arrah,7873,52577547,8673
06-Jan-11,18-Mar-11,BANGALORE,JAYANAGAR,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Dr. Trey Jewess,karimnagar,6254,34678805,5899
19-Jan-11,12-Apr-11,BANGALORE,FRAZER TOWN,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Orin Brakus,etawah,6587,14597978,7642
21-Jan-11,14-Apr-11,BANGALORE,HEBBAL,Residential,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Sadie Zboncak,ambernath,3587,4725263,6273
23-Jan-11,16-Apr-11,BANGALORE,KORAMANGALA,Residential,Unitech,1972,Ramesh Chandra,1472,0.59,A,Dr. Dean Stamm,north dumdum,6048,22690947,6359
29-Jan-11,22-Apr-11,MUMBAI,CHEMBUR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Luigi Kunde,bharatpur,12984,57999528,5956
23-Feb-11,17-May-11,MUMBAI,VILE PARLE,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Eliezer Dare,begusarai,19222,131045985,9090
24-Mar-11,15-Jun-11,MUMBAI,VASAI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Remington Bogan,new delhi,3520,23477520,8893
24-May-11,15-Aug-11,MUMBAI,JUHU,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Jerad Stracke,gandhidham,24714,144576900,7800
19-Aug-11,10-Nov-11,MUMBAI,AIROLI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Ottis Purdy,baranagar,20500,111791625,7271
04-Sep-11,26-Nov-11,MUMBAI,CHEMBUR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Maida Ernser,thiruvittiyur,13923,89041066,8527
14-Sep-11,06-Dec-11,MUMBAI,VILE PARLE,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Imani Dickens,puducherry,19264,138007296,9552
03-Oct-11,25-Dec-11,MUMBAI,VASAI,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Mrs. Zoe Haag,sikar,3883,26568457,9123
10-Oct-11,01-Jan-12,MUMBAI,JUHU,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Mrs. Alessandra Harber,thoothukudi,28370,156176850,7340
23-Oct-11,14-Jan-12,MUMBAI,AIROLI,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Ceasar Morissette,rewa,21000,153342000,9736
25-Oct-11,16-Jan-12,HYDERABAD,MIYAPUR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Reid Strosin,mirzapur,2225,15165600,9088
13-Jan-12,05-Apr-12,BANGALORE,INDIRANAGAR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Jammie Thiel,raichur,11784,49554666,5607
14-Jan-12,06-Apr-12,BANGALORE,JAYANAGAR,Commercial,TATA,1868,Ratan Tata,565502,0.79,E,Tatyana Brekke DDS,pali,12455,54274406,5516
16-Jan-12,08-Apr-12,BANGALORE,FRAZER TOWN,Commercial,VGN,1942,Pratish Devadoss,3683,0.26,D,Rachel Turner,ramagundam,5977,9192028,5915
21-Jan-12,13-Apr-12,BANGALORE,HEBBAL,Commercial,Carillion ,1927,Arlo Moore,8282,0.16,C,Vivianne Rowe,vizianagaram,4818,7573125,9824
22-Jan-12,14-Apr-12,BANGALORE,KORAMANGALA,Commercial,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Denis Robel,katihar,10353,34683792,5492
13-Feb-12,06-May-12,BANGALORE,INDIRANAGAR,Residential,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Miss Michaela Krajcik,haridwar,6822,39355777,6787
15-Feb-12,08-May-12,BANGALORE,JAYANAGAR,Residential,Mitie,1954,Johnnie Senger,7511,0.2,D,Arianna Tremblay,sri ganganagar,107933,114624846,5310
13-Mar-12,04-Jun-12,BANGALORE,FRAZER TOWN,Residential,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Sabina Lind,karawat nagar,7607,34373294,8069
30-Mar-12,21-Jun-12,BANGALORE,HEBBAL,Residential,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Ms. Shemar Carter,nagercoil,5151,902249,8758
11-May-12,02-Aug-12,BANGALORE,KORAMANGALA,Residential,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Isabel Reynolds II,mango,6458,37941008,8048
19-May-12,10-Aug-12,MUMBAI,CHEMBUR,Commercial,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Keegan Bashirian,bulandshahr,14184,67161240,9470
24-May-12,15-Aug-12,MUMBAI,VILE PARLE,Commercial,Keller,1866,Lavonne Hudson,6649,0.78,A,Alva Prosacco,thanjavur,22264,167216444,9629
26-May-12,17-Aug-12,MUMBAI,VASAI,Commercial,ISG,1924,Delta Durgan,6405,0.56,D,Wilber Homenick,mumbai,4000,14996800,6695
27-May-12,18-Aug-12,MUMBAI,JUHU,Commercial,Wates,1804,Florian D'Amore,2543,0.5,E,Keyon Gorczany,delhi,30212,137358858,9093
29-May-12,20-Aug-12,MUMBAI,AIROLI,Commercial,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Romaine Bernhard,bangalore,22111,116958346,8816
05-Aug-12,27-Oct-12,MUMBAI,CHEMBUR,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Laury Daugherty,hyderabad,15320,76571658,5745
07-Aug-12,29-Oct-12,MUMBAI,VILE PARLE,Residential,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Delores Schmeler,ahmedabad,21647,123556314,9841
11-Aug-12,02-Nov-12,MUMBAI,VASAI,Residential,Skanska,1904,Connor Wyman,2574,0.37,A,Agnes Stroman,chennai,4457,9234904,5600
22-Aug-12,13-Nov-12,MUMBAI,JUHU,Residential,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Mr. Shanny Kemmer,kolkata,31212,131494908,6288
23-Aug-12,14-Nov-12,MUMBAI,AIROLI,Residential,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Brian Jacobson,surat,20255,144064093,7731
24-Aug-12,15-Nov-12,DELHI,Mayur Vihar,Commercial,Mace,1897,Coy Block,8200,0.86,B,Jacinto Hayes,pune,9700,49668268,5954
28-Aug-12,19-Nov-12,DELHI,Chanakyapuri,Commercial,Costain,1949,Joany Littel,7859,0.64,A,Freddy Nikolaus,jaipur,53000,188289920,5551
02-Sep-12,24-Nov-12,DELHI,Vasant Kunj,Commercial,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Chandler Nienow,lucknow,15700,42904960,7808
03-Sep-12,25-Nov-12,DELHI,Saket,Commercial,Mears,1824,Orion Nicolas,5484,0.41,B,Kenyon Olson,kanpur,17000,55725150,7995
06-Sep-12,28-Nov-12,DELHI,Pithampura,Commercial,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Kenny Shanahan,nagpur,31590,41395536,5040
02-Oct-12,24-Dec-12,DELHI,Mayur Vihar,Residential,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Anais Brekke,indore,9000,12055500,5358
03-Oct-12,25-Dec-12,KOLKATA,Dum Dum,Residential,Shepherd,1828,Donny O'Conner,5651,0.5,B,Elyssa Turcotte,thane,3529,12789096,7248
10-Oct-12,01-Jan-13,KOLKATA,Tollygunge,Residential,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Julio Feeney,bhopal,5477,5810002,5304
24-Nov-12,15-Feb-13,KOLKATA,Ballygunge,Residential,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Burley Dickens,vishakapatnam,10597,69164500,9065
23-Oct-12,14-Jan-13,PUNE,Aundh,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Marilou Hansen,pimpri-chinchwad,7359,16706107,9459
31-Jan-13,24-Apr-13,PUNE,Kalyani Nagar,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Myrl Russel,patna,8754,29617233,9144
15-Feb-13,09-May-13,PUNE,Hinjewadi,Commercial,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Garnet Vandervort,vadodra,4926,28297949,6177
02-Mar-13,24-May-13,PUNE,Koregaon Park,Commercial,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Dolores Schuster,ghaziabad,10372,42753177,9586
03-Mar-13,25-May-13,PUNE,Magarpatta,Commercial,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Miss London Mills,ludhiana,6701,2655740,9908
18-Apr-13,10-Jul-13,PUNE,Aundh,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Elizabeth Harber,agra,14694,21152013,5758
11-May-13,02-Aug-13,PUNE,Kalyani Nagar,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Clemens Kozey,nashik,10183,21482057,7032
18-May-13,09-Aug-13,PUNE,Hinjewadi,Residential,Emcor,1827,Adrain Corkery,6375,0.45,D,Susie Little,faridabad,4562,14257391,6945
24-May-13,15-Aug-13,PUNE,Koregaon Park,Residential,Renew Holdings ,1815,Jefferey Gaylord V,6423,0.93,C,Ms. Constance Kunze,meerut,11362,91148009,8626
25-Jun-13,16-Sep-13,PUNE,Magarpatta,Residential,Sisk,1890,Jovany Tillman III,2307,0.09,E,Jett Bashirian,rajkot,6583,5397402,9110
27-Jul-13,18-Oct-13,Chennai,T-Nagar,Commercial,Enserve (Spice),1932,Mikel Emard,4343,0.47,B,Manuela Crona PhD,kalyan-dombivali,10932,51123498,9950
31-Jul-13,22-Oct-13,Chennai,Anna Nagar,Commercial,Northstone NI,1938,Asa Bechtelar,6450,0.59,A,Louisa Kuhlman,vasai-virar,19135,110322460,9772
11-Aug-13,02-Nov-13,Chennai,Adyar,Commercial,Seddon ,1846,Sincere Wisozk,3997,0.11,D,Abigale Greenholt,varanasi,22901,16104670,6393
12-Aug-13,03-Nov-13,Chennai,Porur,Commercial,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Erwin Zboncak,srinagar,4965,12907709,7878
11-Aug-13,02-Nov-13,Chennai,OMR,Commercial,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Jimmy Aufderhar,aurangabad,4599,6166247,9577
17-Jan-13,10-Apr-13,Chennai,T-Nagar,Residential,Byrne Group,1959,Dante Stanton,7750,0.45,C,Dorothea Herman,dhanbad,11577,46595110,8944
18-Jan-13,11-Apr-13,Chennai,Anna Nagar,Residential,John Graham,1907,Jack Volkman,6540,0.87,D,John Eichmann I,amritsar,11376,91578051,9253
19-Jan-13,12-Apr-13,Chennai,Adyar,Residential,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Allan Kulas,navi mumbai,11457,14388846,6610
20-Jan-13,13-Apr-13,Chennai,Porur,Residential,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Sophie Champlin,allahabad,4852,29303848,6942
21-Jan-13,14-Apr-13,Chennai,OMR,Residential,Clancy,1940,Alvera Murray,9782,0.53,A,Tatum Terry,ranchi,3846,18802017,9224
22-Jan-13,15-Apr-13,KOLKATA,New Alipore,Commercial,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Stephen Beer,howrah,6433,11540673,9442
23-Jan-13,16-Apr-13,KOLKATA,Salt Lake,Commercial,Ardmore ,1884,Johan Hayes,1605,0.86,E,Jarret Pagac,coimbatore,5170,39099883,8794
24-Jan-13,17-Apr-13,KOLKATA,Dum Dum,Commercial,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Gretchen Jacobs,jabalpur,3318,13254746,6658
25-Jan-13,18-Apr-13,KOLKATA,Tollygunge,Commercial,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Braden Johnston,gwalior,4627,6289620,6473
26-Jan-13,19-Apr-13,KOLKATA,Ballygunge,Commercial,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Dawson Sauer,vijayawada,10396,83983046,8160
27-Jan-13,20-Apr-13,KOLKATA,New Alipore,Residential,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Martina Gerhold,jodhpur,5792,11872210,8912
28-Jan-13,21-Apr-13,KOLKATA,Salt Lake,Residential,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Adalberto Rempel,madurai,4572,36818042,8302
29-Jan-13,22-Apr-13,KOLKATA,Dum Dum,Residential,Longcross,1961,Malachi Larson,8600,0.28,D,Thad Heathcote,raipur,2945,4787628,5806
30-Jan-13,23-Apr-13,KOLKATA,Tollygunge,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Melvina O'Keefe DDS,kota,4382,2022030,6592
31-Jan-13,24-Apr-13,KOLKATA,Ballygunge,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Lamont Gibson,guwahati,9964,49654996,5663
01-Feb-13,25-Apr-13,PUNE,Aundh,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Rosalind Nienow,chandigarh,7757,44014769,6755
02-Feb-13,26-Apr-13,PUNE,Kalyani Nagar,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Ms. Marcelino Fahey,solapur,8754,39492445,7049
03-Feb-13,27-Apr-13,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Matt Bartell,hubballi-dharwad,4926,26705028,7326
04-Feb-13,28-Apr-13,PUNE,Koregaon Park,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Rahul Sauer I,bareilly,10372,38967397,5077
05-Feb-13,29-Apr-13,PUNE,Magarpatta,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Tre O'Connell,morababad,6701,43240213,8720
06-Feb-13,30-Apr-13,PUNE,Aundh,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Lurline Abbott,mysore,11701,51034614,5894
07-Feb-13,01-May-13,PUNE,Kalyani Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Thaddeus Schumm,gurgaon,9325,54548453,7905
04-Aug-11,26-Oct-11,PUNE,Hinjewadi,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kurt Schmeler,aligarh,3435,15752154,6197
10-Aug-11,01-Nov-11,PUNE,Koregaon Park,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Randy Senger,jalandhar,7943,4054743,6381
15-Aug-11,06-Nov-11,PUNE,Magarpatta,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Mikel Wehner,tiruchirapalli,4724,24107706,7396
19-Aug-11,10-Nov-11,Chennai,T-Nagar,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Taylor Watsica,bhubaneshwar,9634,15539738,7681
04-Sep-11,26-Nov-11,Chennai,Anna Nagar,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Vena Olson,salem,15972,107779056,9640
14-Sep-11,06-Dec-11,Chennai,Adyar,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Garret Fisher,mira-bhayandar,13177,68813061,8561
